iso,pays,annee,perte_biomasse_Mg,perte_surface_ha,cause
ARG,Argentine,2001,1796674.579958523,21805.617173137056,Agriculture
ARG,Argentine,2014,2307513.1240774873,29682.002380308033,Agriculture
ARG,Argentine,2007,2621798.612815669,34992.375234810854,Agriculture
ARG,Argentine,2015,1535742.9024480036,19048.755104758828,Agriculture
ARG,Argentine,2016,2520088.5834361417,30444.82316302259,Agriculture
ARG,Argentine,2019,1875342.227846077,20555.874699756725,Agriculture
ARG,Argentine,2018,1821819.4473279098,19927.398896928018,Agriculture
ARG,Argentine,2012,23938224.714437958,370391.70533964643,Deforestation due aux produits de base
ARG,Argentine,2013,19175977.6233553,280521.9261069546,Deforestation due aux produits de base
ARG,Argentine,2008,32073458.38158841,474998.039187929,Deforestation due aux produits de base
ARG,Argentine,2006,14896734.886756979,229072.05077682968,Deforestation due aux produits de base
ARG,Argentine,2004,21810413.81610125,351376.3325714101,Deforestation due aux produits de base
ARG,Argentine,2016,9718435.799651956,161540.80105179068,Deforestation due aux produits de base
ARG,Argentine,2009,15109497.8442894,240932.32321583971,Deforestation due aux produits de base
ARG,Argentine,2017,9422407.625824492,156412.61228137463,Deforestation due aux produits de base
ARG,Argentine,2010,21988131.772107948,335410.9142843682,Deforestation due aux produits de base
ARG,Argentine,2015,9447144.310218344,136618.715789975,Deforestation due aux produits de base
ARG,Argentine,2014,10438991.445877094,170273.29667689014,Deforestation due aux produits de base
ARG,Argentine,2005,18759623.50087561,286112.00718851207,Deforestation due aux produits de base
ARG,Argentine,2007,19678627.996375047,341002.8045364614,Deforestation due aux produits de base
ARG,Argentine,2011,26017932.524961848,419674.52886087634,Deforestation due aux produits de base
ARG,Argentine,2002,4481412.323265411,62498.91838310828,Deforestation due aux produits de base
ARG,Argentine,2003,11138824.250704983,187080.37579682597,Deforestation due aux produits de base
ARG,Argentine,2001,6474296.502196282,92433.15016916752,Deforestation due aux produits de base
ARG,Argentine,2018,7338479.9368635565,124611.1831969188,Deforestation due aux produits de base
ARG,Argentine,2019,5831488.458822772,96145.82536249235,Deforestation due aux produits de base
ARG,Argentine,2012,613807.6211195525,6207.639984161668,Autres
ARG,Argentine,2011,352581.6635756266,4077.124646912238,Autres
ARG,Argentine,2008,441664.0535966681,5434.952904403388,Autres
ARG,Argentine,2009,467441.4362832771,5138.139020584097,Autres
ARG,Argentine,2006,400333.1003307922,4557.9745070933905,Autres
ARG,Argentine,2013,262225.802997091,3153.635789016894,Autres
ARG,Argentine,2014,250593.6539911551,3114.9638082619003,Autres
ARG,Argentine,2004,350800.5211054538,4183.837883711027,Autres
ARG,Argentine,2007,288500.7862946418,3405.4510283519357,Autres
ARG,Argentine,2005,264487.0752067117,3068.7543336730196,Autres
ARG,Argentine,2010,257060.72143564245,3087.1645481685337,Autres
ARG,Argentine,2001,424838.6311657939,4920.687434871204,Autres
ARG,Argentine,2002,226616.34805620596,2568.3526230561633,Autres
ARG,Argentine,2003,247689.48261381214,2936.801293454726,Autres
ARG,Argentine,2017,159168.56150871434,1798.6530913718802,Autres
ARG,Argentine,2016,146574.96706919468,1763.9400598651725,Autres
ARG,Argentine,2015,116669.43286627805,1346.8628894482877,Autres
ARG,Argentine,2019,111941.19288171918,1155.2353026450967,Autres
ARG,Argentine,2018,81943.1075903431,964.8171973936575,Autres
ARG,Argentine,2012,5884513.491029069,48220.90767234465,Foresterie
ARG,Argentine,2006,7628044.271519757,45662.239834353895,Foresterie
ARG,Argentine,2013,4566862.490905513,36786.921652466655,Foresterie
ARG,Argentine,2008,7325254.929352721,44380.852717057074,Foresterie
ARG,Argentine,2009,4701318.986368389,30473.536383053957,Foresterie
ARG,Argentine,2004,6502545.538502565,38384.51167441483,Foresterie
ARG,Argentine,2014,3796233.470812362,29906.805156913502,Foresterie
ARG,Argentine,2007,6613459.455553067,39358.60857815075,Foresterie
ARG,Argentine,2010,5506837.0432467945,33611.581481362366,Foresterie
ARG,Argentine,2005,6880605.14043631,40532.96269630027,Foresterie
ARG,Argentine,2003,4998480.7596301455,29269.734633801952,Foresterie
ARG,Argentine,2016,3850330.240378609,30860.53122009435,Foresterie
ARG,Argentine,2002,4197354.980715436,24418.142725453105,Foresterie
ARG,Argentine,2017,4665929.607478244,36305.282355138675,Foresterie
ARG,Argentine,2011,4901071.968937288,36389.131021642024,Foresterie
ARG,Argentine,2001,4377832.562414529,25603.277262395397,Foresterie
ARG,Argentine,2015,2313018.1274857484,18621.47135566303,Foresterie
ARG,Argentine,2019,2883617.0655731596,22676.692233441958,Foresterie
ARG,Argentine,2018,2796486.6129168672,22770.31710558763,Foresterie
ARG,Argentine,2008,655036.1267741021,12562.541995308944,Feu de foret
ARG,Argentine,2012,366875.04014642345,7131.740169491859,Feu de foret
ARG,Argentine,2011,344095.8887732775,6764.649301315961,Feu de foret
ARG,Argentine,2002,185015.494364318,2595.775957246509,Feu de foret
ARG,Argentine,2001,192233.58940448498,3007.50342796912,Feu de foret
ARG,Argentine,2009,226808.7203155812,4026.5821492423656,Feu de foret
ARG,Argentine,2013,392742.53321979084,7661.893677281865,Feu de foret
ARG,Argentine,2005,209178.68279362546,4171.046741051735,Feu de foret
ARG,Argentine,2010,236424.97830532677,4951.752041474798,Feu de foret
ARG,Argentine,2006,207035.21145530467,4198.843219028484,Feu de foret
ARG,Argentine,2007,291595.52578208933,6493.081360936447,Feu de foret
ARG,Argentine,2004,187273.45862202183,4046.388883869615,Feu de foret
ARG,Argentine,2003,186727.3720553502,4926.733239510854,Feu de foret
ARG,Argentine,2014,368087.04061313823,7794.67110742405,Feu de foret
ARG,Argentine,2015,260432.3010029744,4559.02756472442,Feu de foret
ARG,Argentine,2016,260075.14047596854,5463.209396373521,Feu de foret
ARG,Argentine,2017,249435.99326444094,5600.890362254,Feu de foret
ARG,Argentine,2018,220553.02818858702,4578.55143543507,Feu de foret
ARG,Argentine,2019,213419.82912981842,4790.550179326495,Feu de foret
ARG,Argentine,2012,7256.117293878808,88.49371998542964,Urbanisation
ARG,Argentine,2013,8641.806555814186,110.51101427031251,Urbanisation
ARG,Argentine,2009,7682.769343766937,99.56787260688067,Urbanisation
ARG,Argentine,2011,5861.596073489196,72.6632060518587,Urbanisation
ARG,Argentine,2014,31218.38914729614,331.0685311825007,Urbanisation
ARG,Argentine,2003,4777.950441206427,70.75473820631277,Urbanisation
ARG,Argentine,2016,8396.78149353416,116.11623618856791,Urbanisation
ARG,Argentine,2017,15035.026272964518,179.23092416645386,Urbanisation
ARG,Argentine,2002,11827.489978481113,131.05848228869093,Urbanisation
ARG,Argentine,2001,2933.306152976611,35.71488809674796,Urbanisation
ARG,Argentine,2005,4852.461540659026,79.46576065001862,Urbanisation
ARG,Argentine,2008,8848.238346679893,116.55468371164686,Urbanisation
ARG,Argentine,2006,7572.8864635439295,109.2456386107704,Urbanisation
ARG,Argentine,2010,2632.742747542955,41.6994197163733,Urbanisation
ARG,Argentine,2007,5818.97252736528,92.94702530771626,Urbanisation
ARG,Argentine,2004,4620.671104093366,68.89270571901898,Urbanisation
ARG,Argentine,2015,3085.974890847254,38.272795298468395,Urbanisation
ARG,Argentine,2018,9018.428074115962,105.82674473981123,Urbanisation
ARG,Argentine,2019,9186.4528359094,120.09300702132761,Urbanisation
COL,Colombie,2012,33355522.531181157,160026.3720553794,Agriculture
COL,Colombie,2017,52575040.18319008,261911.60380136163,Agriculture
COL,Colombie,2010,29492502.06648049,134621.29350166777,Agriculture
COL,Colombie,2014,23636200.216689635,116373.57213887307,Agriculture
COL,Colombie,2009,33097173.581389263,160613.52860150067,Agriculture
COL,Colombie,2016,35590195.95684184,178275.51622448658,Agriculture
COL,Colombie,2011,24451486.575999297,113060.1120562629,Agriculture
COL,Colombie,2001,34083926.498576075,165572.89652935285,Agriculture
COL,Colombie,2004,34695902.93529251,161939.53884618648,Agriculture
COL,Colombie,2007,32103883.914162703,152921.61629875493,Agriculture
COL,Colombie,2013,16890546.232984982,79659.79798507963,Agriculture
COL,Colombie,2006,26030557.254099727,124295.42225813091,Agriculture
COL,Colombie,2008,29241967.83554115,137151.50515171114,Agriculture
COL,Colombie,2002,26453456.723930873,119876.63177996731,Agriculture
COL,Colombie,2018,36407487.83463622,177569.66092946415,Agriculture
COL,Colombie,2005,24955343.820388015,117942.77762895916,Agriculture
COL,Colombie,2019,34908203.002767995,169508.8347518393,Agriculture
COL,Colombie,2015,17718731.743918113,86566.2022356178,Agriculture
COL,Colombie,2003,17107707.672929615,83909.17199522897,Agriculture
COL,Colombie,2012,1036558.7838525532,4498.730524884981,Autres
COL,Colombie,2010,717823.2318854802,3020.1569421436693,Autres
COL,Colombie,2009,530838.9799038649,2536.479578908002,Autres
COL,Colombie,2011,522565.3136313879,2318.0819613897193,Autres
COL,Colombie,2014,545461.6442795204,2270.672216855611,Autres
COL,Colombie,2013,546474.4265504384,2239.4257066818554,Autres
COL,Colombie,2008,482560.67552951525,2265.0005725183905,Autres
COL,Colombie,2001,573440.7322218727,2698.6790750549635,Autres
COL,Colombie,2006,411576.8524440899,1943.7504314139803,Autres
COL,Colombie,2004,587490.6498613055,2639.372531974206,Autres
COL,Colombie,2005,447044.2332154537,2018.0778859663567,Autres
COL,Colombie,2007,453884.00722379726,2177.587286379157,Autres
COL,Colombie,2002,478203.3218574166,2132.939688873815,Autres
COL,Colombie,2017,713738.6022765328,3174.2446533279262,Autres
COL,Colombie,2016,610295.1756638557,2624.273108845793,Autres
COL,Colombie,2003,313710.1912105446,1474.3308710988817,Autres
COL,Colombie,2018,576831.977174551,2480.0599782139093,Autres
COL,Colombie,2019,644299.1867485313,2843.876686815952,Autres
COL,Colombie,2015,304158.02109881415,1272.3416755005169,Autres
COL,Colombie,2016,21943979.666745227,98044.17463669188,Deforestation due aux produits de base
COL,Colombie,2019,20192752.775229108,86708.98833428932,Deforestation due aux produits de base
COL,Colombie,2012,12567515.509004265,52291.8887489303,Deforestation due aux produits de base
COL,Colombie,2017,33947094.74401505,144845.44608667452,Deforestation due aux produits de base
COL,Colombie,2018,39509490.83692654,161141.11865396315,Deforestation due aux produits de base
COL,Colombie,2004,16964510.45148988,77094.46187305653,Deforestation due aux produits de base
COL,Colombie,2008,19215043.331135437,80731.12500382039,Deforestation due aux produits de base
COL,Colombie,2011,15585379.522208763,64415.92937258053,Deforestation due aux produits de base
COL,Colombie,2010,12090021.022349011,51335.83904840597,Deforestation due aux produits de base
COL,Colombie,2009,13888962.738191674,61233.334453214185,Deforestation due aux produits de base
COL,Colombie,2014,17774610.757253967,73631.00454466688,Deforestation due aux produits de base
COL,Colombie,2006,10987046.04288533,50677.330325184244,Deforestation due aux produits de base
COL,Colombie,2007,23424709.78085711,102454.86567193363,Deforestation due aux produits de base
COL,Colombie,2013,12315249.241777891,50015.00867793802,Deforestation due aux produits de base
COL,Colombie,2015,10661692.347030418,45712.83252032811,Deforestation due aux produits de base
COL,Colombie,2001,11037165.259273274,51574.55254193951,Deforestation due aux produits de base
COL,Colombie,2002,12245668.558097064,52393.06117788347,Deforestation due aux produits de base
COL,Colombie,2003,6007642.414905902,29969.985623918135,Deforestation due aux produits de base
COL,Colombie,2005,13295988.715310706,58503.277829490784,Deforestation due aux produits de base
COL,Colombie,2012,1612185.390638246,10023.15493109418,Foresterie
COL,Colombie,2008,1652200.723981226,10578.76127453981,Foresterie
COL,Colombie,2001,1431529.6478997509,8755.385717045017,Foresterie
COL,Colombie,2009,1868499.0348471901,12148.514291226162,Foresterie
COL,Colombie,2002,1184413.505298302,7095.475527070976,Foresterie
COL,Colombie,2005,1523606.7819929444,9431.158028931182,Foresterie
COL,Colombie,2004,1835374.9837103905,11074.92857770914,Foresterie
COL,Colombie,2006,1931286.0539731272,12011.462793492748,Foresterie
COL,Colombie,2014,1363897.0833437736,9082.000236222904,Foresterie
COL,Colombie,2007,1621549.0119623132,10271.161543504704,Foresterie
COL,Colombie,2011,1503343.6853840195,9287.627218297954,Foresterie
COL,Colombie,2010,1197915.250485765,7421.600486567633,Foresterie
COL,Colombie,2016,1629283.1832529467,10824.952836444267,Foresterie
COL,Colombie,2017,2050162.8632462684,13518.359603425399,Foresterie
COL,Colombie,2003,1034587.1345817308,6744.34275424758,Foresterie
COL,Colombie,2013,1020926.644622674,6597.529837041056,Foresterie
COL,Colombie,2015,1060074.8582822285,6836.605952686981,Foresterie
COL,Colombie,2018,1513823.9371295115,10324.366323888704,Foresterie
COL,Colombie,2019,1338514.844748042,8783.033360089306,Foresterie
COL,Colombie,2009,137593.36484559142,866.6096522474571,Urbanisation
COL,Colombie,2012,88599.45611562564,559.1007223211028,Urbanisation
COL,Colombie,2006,122022.90999655577,732.7732231658322,Urbanisation
COL,Colombie,2011,77351.0626733317,478.3161251444587,Urbanisation
COL,Colombie,2010,69465.28723409108,408.7919284073259,Urbanisation
COL,Colombie,2008,93025.25111807243,650.063487317059,Urbanisation
COL,Colombie,2017,67748.82406922865,440.69397332634935,Urbanisation
COL,Colombie,2002,85828.20475956153,498.2117160476332,Urbanisation
COL,Colombie,2004,106478.390824815,654.1834503465158,Urbanisation
COL,Colombie,2005,88540.43766574954,531.7467900434646,Urbanisation
COL,Colombie,2014,61096.64614970842,439.6188314447571,Urbanisation
COL,Colombie,2001,130896.47986735392,775.5060211470286,Urbanisation
COL,Colombie,2003,26978.894168167695,165.55647373254928,Urbanisation
COL,Colombie,2013,35926.84041994779,236.17201013608155,Urbanisation
COL,Colombie,2018,57416.590500446175,448.72947786285454,Urbanisation
COL,Colombie,2007,108547.30818449809,666.9383710181874,Urbanisation
COL,Colombie,2016,40098.67590472306,276.3883418280882,Urbanisation
COL,Colombie,2019,29771.071627542788,211.2110019112472,Urbanisation
COL,Colombie,2015,44551.47178964506,349.0664170670977,Urbanisation
COL,Colombie,2012,47656.05021301619,307.7981300555795,Feu de foret
COL,Colombie,2010,41010.271542415045,259.7393573793589,Feu de foret
COL,Colombie,2016,127357.38197519389,911.0006197542841,Feu de foret
COL,Colombie,2001,89234.391353144,677.8157878376577,Feu de foret
COL,Colombie,2007,73163.310057979,537.1172012876526,Feu de foret
COL,Colombie,2009,72864.2635000818,492.416081602813,Feu de foret
COL,Colombie,2014,28994.432504970468,231.02176772320848,Feu de foret
COL,Colombie,2004,59545.70520674853,437.5234479190836,Feu de foret
COL,Colombie,2008,65347.05588942227,473.0441697121321,Feu de foret
COL,Colombie,2005,44684.98518545953,316.63274263325275,Feu de foret
COL,Colombie,2003,24315.223448261666,153.75711569985907,Feu de foret
COL,Colombie,2011,40224.388836440005,268.95231507475125,Feu de foret
COL,Colombie,2017,162081.80588996247,979.9358297924206,Feu de foret
COL,Colombie,2006,44248.580347128525,302.8626552744764,Feu de foret
COL,Colombie,2002,34572.36886232438,232.83255805599984,Feu de foret
COL,Colombie,2013,22870.123635267555,150.18175155727994,Feu de foret
COL,Colombie,2018,79177.58776332563,470.07491243665834,Feu de foret
COL,Colombie,2019,62261.82155160687,353.9372315459144,Feu de foret
COL,Colombie,2015,16511.275640899028,118.65438902037778,Feu de foret
RUS,Russie,2016,140801505.40499493,1219728.3207202943,Foresterie
RUS,Russie,2004,122618369.51453604,1056089.9557353011,Foresterie
RUS,Russie,2008,112985364.67651355,977471.901694894,Foresterie
RUS,Russie,2007,104046501.25162716,884284.0323981579,Foresterie
RUS,Russie,2011,159296267.3262487,1349876.7813963206,Foresterie
RUS,Russie,2005,96173529.86870241,833220.7087838401,Foresterie
RUS,Russie,2013,113959173.33994988,1013562.9011778956,Foresterie
RUS,Russie,2003,84282544.77454762,785648.8916778353,Foresterie
RUS,Russie,2012,154607978.32178083,1370318.8841401641,Foresterie
RUS,Russie,2010,111523186.80630471,918875.5682519928,Foresterie
RUS,Russie,2001,70410865.08135276,677872.8968421288,Foresterie
RUS,Russie,2006,97091438.7388303,845373.6612208448,Foresterie
RUS,Russie,2009,104131708.5518159,876147.6157622833,Foresterie
RUS,Russie,2017,135251080.67163324,1135530.760770442,Foresterie
RUS,Russie,2014,113875155.67166093,980729.4249653191,Foresterie
RUS,Russie,2002,76850370.58317475,714285.9881426793,Foresterie
RUS,Russie,2015,92125243.3286955,774854.8745890768,Foresterie
RUS,Russie,2018,126737130.3660633,1049637.2455509007,Foresterie
RUS,Russie,2019,111665805.1178129,951070.7890384947,Foresterie
RUS,Russie,2007,3328295.8234838163,35849.928903143795,Autres
RUS,Russie,2012,5590441.425221363,60847.12818409868,Autres
RUS,Russie,2004,4289547.056881837,49755.165631922544,Autres
RUS,Russie,2005,3167481.565660729,36076.54046764073,Autres
RUS,Russie,2006,3770699.24893416,41764.60051168954,Autres
RUS,Russie,2011,3993654.53730707,41395.932007328556,Autres
RUS,Russie,2013,3111974.023017033,37082.575746323055,Autres
RUS,Russie,2001,3916078.0986797647,46752.54117266654,Autres
RUS,Russie,2010,4535493.760395566,46496.23114985377,Autres
RUS,Russie,2009,3992481.799730041,44316.92915561481,Autres
RUS,Russie,2008,3584278.9200759963,40071.49424923791,Autres
RUS,Russie,2014,2172988.9358579773,24163.917493865425,Autres
RUS,Russie,2002,3203173.293176831,37492.31844143006,Autres
RUS,Russie,2003,1671842.1892436796,19760.499278077616,Autres
RUS,Russie,2016,2050884.5145491066,22378.213732550343,Autres
RUS,Russie,2017,1917690.3276578349,20196.481632415896,Autres
RUS,Russie,2015,1335845.4816905477,13094.152142326273,Autres
RUS,Russie,2018,1928619.082660067,18722.559007501346,Autres
RUS,Russie,2019,1945412.801265437,21136.985615641657,Autres
RUS,Russie,2004,178471800.41149738,2414756.9915719875,Feu de foret
RUS,Russie,2012,303837377.2195968,3958309.997555578,Feu de foret
RUS,Russie,2010,71581926.59563954,892588.3979786751,Feu de foret
RUS,Russie,2011,113554664.9230235,1626772.1991814175,Feu de foret
RUS,Russie,2006,101381923.80445132,1345577.9175347695,Feu de foret
RUS,Russie,2009,88464744.8887431,1190503.60891383,Feu de foret
RUS,Russie,2005,62454637.81469413,720189.6609941984,Feu de foret
RUS,Russie,2007,135994717.2642665,1417649.91274026,Feu de foret
RUS,Russie,2013,314967746.7073362,3913847.7320578336,Feu de foret
RUS,Russie,2016,261577329.39497107,3808544.47989489,Feu de foret
RUS,Russie,2014,220309953.68847418,3484219.49632138,Feu de foret
RUS,Russie,2008,154249782.29965883,2029887.9375736604,Feu de foret
RUS,Russie,2003,140494566.12824762,2224152.04629502,Feu de foret
RUS,Russie,2001,69910402.71769442,1101523.5504488999,Feu de foret
RUS,Russie,2002,116260019.27892053,1948225.5471079363,Feu de foret
RUS,Russie,2015,110738563.18960103,1543179.3142752328,Feu de foret
RUS,Russie,2017,354742796.5668354,4132197.5927912863,Feu de foret
RUS,Russie,2018,340641118.7633668,4491182.066477946,Feu de foret
RUS,Russie,2019,171170583.7894479,2713835.74824096,Feu de foret
RUS,Russie,2017,67824.83767430611,448.96620561257464,Deforestation due aux produits de base
RUS,Russie,2002,34706.61333950948,218.1410925297663,Deforestation due aux produits de base
RUS,Russie,2012,70933.91052752407,531.365144032412,Deforestation due aux produits de base
RUS,Russie,2004,30930.572495523586,201.9978289740945,Deforestation due aux produits de base
RUS,Russie,2006,52575.81307372128,332.92092583349717,Deforestation due aux produits de base
RUS,Russie,2007,95216.95072310875,599.2624347167194,Deforestation due aux produits de base
RUS,Russie,2009,39002.63963322869,245.36272619719225,Deforestation due aux produits de base
RUS,Russie,2013,27401.236541554546,176.0285106458135,Deforestation due aux produits de base
RUS,Russie,2016,54255.98114018567,361.4084620642017,Deforestation due aux produits de base
RUS,Russie,2010,89494.46392202273,589.4183451398306,Deforestation due aux produits de base
RUS,Russie,2018,67408.64599460301,474.0420126313309,Deforestation due aux produits de base
RUS,Russie,2003,42264.91619973835,287.7367883424014,Deforestation due aux produits de base
RUS,Russie,2005,29866.360515309556,195.40429133601998,Deforestation due aux produits de base
RUS,Russie,2001,36846.819164458546,259.46697223607714,Deforestation due aux produits de base
RUS,Russie,2011,92758.32617035416,599.3587686317153,Deforestation due aux produits de base
RUS,Russie,2008,45741.45351340799,287.1343174716761,Deforestation due aux produits de base
RUS,Russie,2019,26473.345632389315,174.63933235324103,Deforestation due aux produits de base
RUS,Russie,2014,24653.947459641793,190.81336350977335,Deforestation due aux produits de base
RUS,Russie,2015,26845.001085872653,206.57849362362973,Deforestation due aux produits de base
RUS,Russie,2007,42584.81136262751,394.8721062857404,Urbanisation
RUS,Russie,2014,24244.099682507287,220.86571535113694,Urbanisation
RUS,Russie,2001,7989.345025570734,78.96357856580467,Urbanisation
RUS,Russie,2005,11133.238112698988,104.52237389972109,Urbanisation
RUS,Russie,2013,29858.485192211974,236.60827192043644,Urbanisation
RUS,Russie,2017,18796.16340284466,189.45136094241448,Urbanisation
RUS,Russie,2018,20361.395436321312,228.87864246203407,Urbanisation
RUS,Russie,2006,17273.643055947345,173.06665804481378,Urbanisation
RUS,Russie,2009,30715.52580304566,276.05435183023843,Urbanisation
RUS,Russie,2012,39055.44891422603,324.0879853115158,Urbanisation
RUS,Russie,2002,7232.422534390899,71.92931608411257,Urbanisation
RUS,Russie,2016,22981.228000812836,238.0341148620643,Urbanisation
RUS,Russie,2019,16953.885903019625,181.49400700550262,Urbanisation
RUS,Russie,2004,10219.894924854485,93.66964247752166,Urbanisation
RUS,Russie,2010,22679.99178268133,201.6930826574445,Urbanisation
RUS,Russie,2011,31433.6341322775,270.46781529565857,Urbanisation
RUS,Russie,2015,12915.92444307042,115.7714872382029,Urbanisation
RUS,Russie,2003,10116.29905666684,82.70751389418815,Urbanisation
RUS,Russie,2008,17693.724485614162,163.14492318252516,Urbanisation
RUS,Russie,2002,11131.100635210476,90.22972894079214,Agriculture
RUS,Russie,2004,16580.502847806078,120.09901643252539,Agriculture
RUS,Russie,2017,53108.820276803715,377.3883793257417,Agriculture
RUS,Russie,2007,18421.755329531567,144.5850851264734,Agriculture
RUS,Russie,2013,89782.73792122089,631.4972952815988,Agriculture
RUS,Russie,2016,58122.52858855145,435.2658513119321,Agriculture
RUS,Russie,2005,24791.617659162817,206.3250388720553,Agriculture
RUS,Russie,2006,24823.798518088057,198.0880279629221,Agriculture
RUS,Russie,2018,25810.887521437042,186.13370491295416,Agriculture
RUS,Russie,2003,16949.280380880595,137.0760888976036,Agriculture
RUS,Russie,2010,89633.94935728986,793.7637236921803,Agriculture
RUS,Russie,2012,128611.52748337509,912.6730294268438,Agriculture
RUS,Russie,2014,45524.035415095976,364.4673151287827,Agriculture
RUS,Russie,2001,13931.743108190545,115.57641162284939,Agriculture
RUS,Russie,2008,12106.399347004311,106.63539666701467,Agriculture
RUS,Russie,2009,18956.08891024711,151.31529421849933,Agriculture
RUS,Russie,2011,365878.24267335574,2573.1645473781214,Agriculture
RUS,Russie,2019,22016.48519064043,157.3851563586739,Agriculture
RUS,Russie,2015,91837.22483969029,660.666977664926,Agriculture
CAN,Canada,2014,95535820.59792417,1829359.92230364,Feu de foret
CAN,Canada,2006,85364932.09346476,1391473.8350915436,Feu de foret
CAN,Canada,2012,96255073.66115123,1621578.982813395,Feu de foret
CAN,Canada,2004,90452802.0126464,1540379.2630501406,Feu de foret
CAN,Canada,2005,99804086.43309115,1727057.7425452406,Feu de foret
CAN,Canada,2008,66590350.2814984,1174699.9303079697,Feu de foret
CAN,Canada,2007,68208531.28250432,1114308.4757445839,Feu de foret
CAN,Canada,2011,84725901.54378085,1431083.170210134,Feu de foret
CAN,Canada,2013,101075672.65123904,2070947.9404432771,Feu de foret
CAN,Canada,2010,81949913.23277172,1328326.5618644254,Feu de foret
CAN,Canada,2002,73152434.70110588,1354635.242751626,Feu de foret
CAN,Canada,2009,54328047.97097699,841588.6560551303,Feu de foret
CAN,Canada,2015,103303100.86911751,1797141.195041163,Feu de foret
CAN,Canada,2001,28828309.210004956,546769.7292952338,Feu de foret
CAN,Canada,2003,52482994.030373745,894201.154860571,Feu de foret
CAN,Canada,2016,70608456.75612113,1078312.9622016589,Feu de foret
CAN,Canada,2018,86421513.1466531,1160272.5629297318,Feu de foret
CAN,Canada,2017,94565386.77134877,1480898.2038584729,Feu de foret
CAN,Canada,2019,95648917.70750545,1191332.129610857,Feu de foret
CAN,Canada,2004,126110305.95606038,1130886.1451351522,Foresterie
CAN,Canada,2006,111040634.51302665,983548.841041865,Foresterie
CAN,Canada,2007,110482522.1084949,978184.709368989,Foresterie
CAN,Canada,2012,99230739.24089168,886032.0647465863,Foresterie
CAN,Canada,2005,122022228.45674923,1167708.1244138905,Foresterie
CAN,Canada,2002,96571540.305196,932260.8931148926,Foresterie
CAN,Canada,2001,84120064.97377512,785526.8438156227,Foresterie
CAN,Canada,2016,103104968.79588549,976263.6664842485,Foresterie
CAN,Canada,2008,84975350.51275082,746606.2347103165,Foresterie
CAN,Canada,2003,76016785.55986351,694067.233010273,Foresterie
CAN,Canada,2011,79405586.05497453,708212.7997559864,Foresterie
CAN,Canada,2014,86870803.21244931,791554.1122763222,Foresterie
CAN,Canada,2010,84858393.35085586,751915.1385698237,Foresterie
CAN,Canada,2013,76966883.75509623,709779.2782890905,Foresterie
CAN,Canada,2017,114947526.72971775,1055189.4932330376,Foresterie
CAN,Canada,2015,93594871.56199048,920720.1886411149,Foresterie
CAN,Canada,2009,77270356.35465361,686459.3883021149,Foresterie
CAN,Canada,2019,100551692.78878334,959335.9788625,Foresterie
CAN,Canada,2018,103200368.81464721,961004.3484187359,Foresterie
CAN,Canada,2008,1222567.345853981,17257.68786101891,Autres
CAN,Canada,2012,1643909.318343203,23690.73973534804,Autres
CAN,Canada,2002,1353091.2234399049,19933.042928668194,Autres
CAN,Canada,2004,1197018.1810444733,17781.91121727051,Autres
CAN,Canada,2010,1129219.9894033636,16698.824694583833,Autres
CAN,Canada,2009,1023692.066550341,13957.666616408978,Autres
CAN,Canada,2001,1146078.941910287,17053.78437417913,Autres
CAN,Canada,2006,1119961.0671801022,16768.410833056732,Autres
CAN,Canada,2013,1202493.17285296,18481.180902379914,Autres
CAN,Canada,2007,1086394.9034753148,14891.920927732508,Autres
CAN,Canada,2005,905486.9908849553,13265.529776056035,Autres
CAN,Canada,2011,1037326.3641142655,15064.020111983144,Autres
CAN,Canada,2014,799174.4177157313,13203.93035889163,Autres
CAN,Canada,2003,618168.994626282,9188.2290114176,Autres
CAN,Canada,2019,816426.7945667354,12331.655248722216,Autres
CAN,Canada,2016,594449.449815099,9913.436805332938,Autres
CAN,Canada,2015,432909.39629131026,7442.301805584582,Autres
CAN,Canada,2018,597149.8548464496,9393.027565776607,Autres
CAN,Canada,2017,649688.8358792628,9783.626158402349,Autres
CAN,Canada,2002,367259.3632036715,4898.053291615451,Deforestation due aux produits de base
CAN,Canada,2012,600318.4577752656,8824.202740911836,Deforestation due aux produits de base
CAN,Canada,2001,324056.64821143495,4373.814322112363,Deforestation due aux produits de base
CAN,Canada,2004,407131.352177689,5451.986788930142,Deforestation due aux produits de base
CAN,Canada,2013,302163.2312504111,4763.738452364233,Deforestation due aux produits de base
CAN,Canada,2006,502084.32914668595,7033.425365638792,Deforestation due aux produits de base
CAN,Canada,2010,280226.5284785285,3590.5567106515664,Deforestation due aux produits de base
CAN,Canada,2007,293639.97925371013,3855.8198848476463,Deforestation due aux produits de base
CAN,Canada,2008,306692.9310203702,4402.7962781648985,Deforestation due aux produits de base
CAN,Canada,2009,256863.21595213466,3467.9168008356282,Deforestation due aux produits de base
CAN,Canada,2005,454203.84207150975,5972.277726311617,Deforestation due aux produits de base
CAN,Canada,2003,292305.29382629984,3813.561615335224,Deforestation due aux produits de base
CAN,Canada,2014,320493.8539839299,5493.958483876368,Deforestation due aux produits de base
CAN,Canada,2011,223142.17110755865,3090.699118758749,Deforestation due aux produits de base
CAN,Canada,2019,485972.7230029204,7249.109803561758,Deforestation due aux produits de base
CAN,Canada,2016,494918.41356127313,7843.483838501486,Deforestation due aux produits de base
